Cell Names,Date String,Tower Name,Zip,Attempted,Completed,Dropped,Dropped Call Percentage,F1,Number of Records
KTV 2,10/04/2015 08:24,Leaffson,603,1,1,0,0,3722,1
Fallacy,10/04/2015 08:24,Leaffson,606,1,1,0,0,3958,1
KTV 2,10/04/2015 08:25,Reflector Pond,602,1,1,0,0,63,1
Fallacy,10/04/2015 08:25,Eastower,603,1,1,0,0,1864,1
Rumia,10/04/2015 08:25,Reflector Pond,606,1,1,0,0,3918,1
Rumia,10/04/2015 08:26,GLU,602,1,1,0,0,324,1
Fallacy,10/04/2015 08:26,Leaffson,603,1,1,0,0,2450,1
Fallacy,10/04/2015 08:26,Eastower,603,1,1,0,0,1608,1
Fallacy,10/04/2015 08:26,Clown Castle,603,1,1,0,0,911,1
Shaver,10/04/2015 08:26,Clown Castle,603,1,1,0,0,2618,1
Shaver,10/04/2015 08:26,Reflector Pond,603,1,1,0,0,2153,1
KTV 2,10/04/2015 08:27,Reflector Pond,602,1,1,0,0,803,1
Shaver,10/04/2015 08:27,Eastower,602,1,1,0,0,519,1
KTV 2,10/04/2015 08:27,Clown Castle,603,1,1,0,0,1908,1
Rumia,10/04/2015 08:27,GLU,603,1,1,0,0,1029,1
KTV 2,10/04/2015 08:28,Reflector Pond,603,1,1,0,0,1868,1
Rumia,10/04/2015 08:28,Leaffson,603,1,1,0,0,2886,1
Rexus,10/04/2015 08:29,Eastower,603,1,1,0,0,2768,1
Rexus,10/04/2015 08:30,GLU,602,1,1,0,0,422,1
Iclone,10/04/2015 08:30,Leaffson,603,1,1,0,0,3676,1
Rexus,10/04/2015 08:30,Reflector Pond,603,1,1,0,0,1503,1
Rexus,10/04/2015 08:30,Reflector Pond,603,1,1,0,0,2069,1
KTV 2,10/04/2015 08:30,Reflector Pond,603,1,1,0,0,1115,1
KTV 2,10/04/2015 08:30,Eastower,610,1,1,0,0,4234,1
Rexus,10/04/2015 08:32,Leaffson,603,1,1,0,0,2356,1
Rumia,10/04/2015 08:32,Eastower,603,1,1,0,0,1635,1
Fallacy,10/04/2015 08:32,Leaffson,606,1,1,0,0,3856,1
Rumia,10/04/2015 08:32,Reflector Pond,606,1,1,0,0,3911,1
Iclone,10/04/2015 08:32,Clown Castle,610,1,1,0,0,4149,1
KTV 2,10/04/2015 08:33,Leaffson,603,1,1,0,0,1383,1
Rumia,10/04/2015 08:33,Reflector Pond,603,1,1,0,0,1357,1
Shaver,10/04/2015 08:33,Clown Castle,603,1,1,0,0,3760,1
KTV 2,10/04/2015 08:33,Leaffson,604,1,0,1,1,3802,1
Fallacy,10/04/2015 08:34,Clown Castle,602,1,1,0,0,378,1
Rumia,10/04/2015 08:34,Eastower,602,1,1,0,0,714,1
KTV 2,10/04/2015 08:35,Eastower,603,1,1,0,0,1174,1
Fallacy,10/04/2015 08:35,Eastower,606,1,1,0,0,3850,1
Fallacy,10/04/2015 08:36,Clown Castle,610,1,1,0,0,4092,1
KTV 2,10/04/2015 08:37,Eastower,603,1,1,0,0,2679,1
Shaver,10/04/2015 08:37,Leaffson,610,1,1,0,0,4170,1
KTV 2,10/04/2015 08:38,GLU,602,1,1,0,0,173,1
Fallacy,10/04/2015 08:38,Clown Castle,603,1,1,0,0,915,1
KTV 2,10/04/2015 08:38,Leaffson,603,1,1,0,0,1453,1
Rumia,10/04/2015 08:38,Eastower,603,1,1,0,0,2330,1
Rexus,10/04/2015 08:39,Leaffson,603,1,1,0,0,1274,1
Fallacy,10/04/2015 08:39,Leaffson,603,1,1,0,0,2924,1
Fallacy,10/04/2015 08:39,Clown Castle,603,1,1,0,0,1749,1
Rumia,10/04/2015 08:39,Leaffson,603,1,1,0,0,2228,1
Iclone,10/04/2015 08:42,Reflector Pond,602,1,1,0,0,24,1
KTV 2,10/04/2015 08:42,Eastower,603,1,1,0,0,3132,1
KTV 2,10/04/2015 08:43,Leaffson,603,1,1,0,0,1036,1
Rumia,10/04/2015 08:43,Reflector Pond,610,1,1,0,0,3991,1
KTV 2,10/04/2015 08:44,GLU,602,1,1,0,0,415,1
KTV 2,10/04/2015 08:44,Leaffson,603,1,1,0,0,1101,1
KTV 2,10/04/2015 08:44,Reflector Pond,603,1,1,0,0,2453,1
Rumia,10/04/2015 08:44,Reflector Pond,603,1,1,0,0,3425,1
Fallacy,10/04/2015 08:45,Eastower,603,1,1,0,0,1440,1
KTV 2,10/04/2015 08:45,Leaffson,603,1,1,0,0,3304,1
KTV 2,10/04/2015 08:46,GLU,603,1,1,0,0,3005,1
Fallacy,10/04/2015 08:46,Reflector Pond,606,1,1,0,0,3872,1
Rexus,10/04/2015 08:47,Clown Castle,603,1,1,0,0,2002,1
Rumia,10/04/2015 08:47,Leaffson,603,1,1,0,0,1933,1
Fallacy,10/04/2015 08:48,Eastower,603,1,1,0,0,3572,1
Rexus,10/04/2015 08:49,Reflector Pond,602,1,1,0,0,496,1
Iclone,10/04/2015 08:49,Reflector Pond,603,1,1,0,0,1190,1
KTV 2,10/04/2015 08:49,Leaffson,603,1,1,0,0,2744,1
Shaver,10/04/2015 08:49,Leaffson,603,1,1,0,0,2293,1
Fallacy,10/04/2015 08:50,Leaffson,603,1,1,0,0,3553,1
Fallacy,10/04/2015 08:50,Clown Castle,603,1,1,0,0,1731,1
Fallacy,10/04/2015 08:50,Reflector Pond,603,1,1,0,0,1363,1
Shaver,10/04/2015 08:50,GLU,603,1,1,0,0,2983,1
Iclone,10/04/2015 08:51,Leaffson,603,1,1,0,0,2613,1
Shaver,10/04/2015 08:52,Eastower,603,1,1,0,0,3397,1
Rexus,10/04/2015 08:53,Leaffson,602,1,1,0,0,394,1
Rumia,10/04/2015 08:53,Reflector Pond,603,1,1,0,0,1808,1
Fallacy,10/04/2015 08:53,Reflector Pond,610,1,1,0,0,4121,1
Rumia,10/04/2015 08:53,Leaffson,610,1,0,1,1,4099,1
Rumia,10/04/2015 08:54,Clown Castle,602,1,1,0,0,6,1
Rexus,10/04/2015 08:56,Clown Castle,602,1,1,0,0,297,1
Fallacy,10/04/2015 08:56,Reflector Pond,610,1,1,0,0,4050,1
Fallacy,10/04/2015 08:57,Eastower,603,1,1,0,0,1545,1
Fallacy,10/04/2015 08:58,Reflector Pond,603,1,1,0,0,2415,1
KTV 2,10/04/2015 08:58,Reflector Pond,603,1,1,0,0,1508,1
KTV 2,10/04/2015 08:58,Reflector Pond,603,1,1,0,0,2874,1
Rexus,10/04/2015 08:59,Reflector Pond,602,1,1,0,0,676,1
Shaver,10/04/2015 08:59,Clown Castle,602,1,1,0,0,478,1
Iclone,10/04/2015 08:59,Reflector Pond,603,1,1,0,0,2236,1
Rexus,10/04/2015 08:59,Clown Castle,603,1,1,0,0,2480,1
Rexus,10/04/2015 09:00,Clown Castle,603,1,1,0,0,2404,1
KTV 2,10/04/2015 09:01,Reflector Pond,602,1,1,0,0,225,1
Rexus,10/04/2015 09:01,Leaffson,603,1,1,0,0,2261,1
Fallacy,10/04/2015 09:01,Eastower,603,1,1,0,0,1589,1
Fallacy,10/04/2015 09:01,Reflector Pond,603,1,0,1,1,1391,1
KTV 2,10/04/2015 09:01,Leaffson,603,1,1,0,0,1834,1
KTV 2,10/04/2015 09:01,Reflector Pond,603,1,1,0,0,1244,1
Rumia,10/04/2015 09:01,Clown Castle,603,1,1,0,0,966,1
Fallacy,10/04/2015 09:02,Eastower,602,1,1,0,0,57,1
Fallacy,10/04/2015 09:02,Clown Castle,602,1,1,0,0,159,1
Fallacy,10/04/2015 09:02,Reflector Pond,602,1,1,0,0,379,1
KTV 2,10/04/2015 09:02,Eastower,602,1,1,0,0,382,1
KTV 2,10/04/2015 09:02,Reflector Pond,602,1,0,1,1,446,1
KTV 2,10/04/2015 09:02,Clown Castle,603,1,1,0,0,1005,1
Rexus,10/04/2015 09:03,Clown Castle,603,1,1,0,0,3591,1
Fallacy,10/04/2015 09:03,Reflector Pond,603,1,1,0,0,3609,1
Rumia,10/04/2015 09:03,Leaffson,603,1,1,0,0,3456,1
Rexus,10/04/2015 09:04,Clown Castle,603,1,1,0,0,1265,1
Rexus,10/04/2015 09:04,Clown Castle,603,1,1,0,0,3214,1
Rexus,10/04/2015 09:04,Reflector Pond,603,1,1,0,0,3680,1
Rumia,10/04/2015 09:04,Eastower,603,1,1,0,0,2729,1
Rumia,10/04/2015 09:04,Clown Castle,603,1,1,0,0,2725,1
Rumia,10/04/2015 09:04,Leaffson,603,1,1,0,0,2930,1
Fallacy,10/04/2015 09:05,Clown Castle,602,1,1,0,0,46,1
Rumia,10/04/2015 09:05,Reflector Pond,602,1,1,0,0,750,1
Iclone,10/04/2015 09:05,Leaffson,603,1,1,0,0,3668,1
Fallacy,10/04/2015 09:05,GLU,603,1,1,0,0,1975,1
KTV 2,10/04/2015 09:05,Leaffson,603,1,1,0,0,3293,1
Rumia,10/04/2015 09:05,Eastower,604,1,1,0,0,3823,1
KTV 2,10/04/2015 09:05,Eastower,610,1,1,0,0,4009,1
Shaver,10/04/2015 09:05,Leaffson,610,1,1,0,0,4033,1
Rexus,10/04/2015 09:07,Reflector Pond,603,1,1,0,0,2341,1
KTV 2,10/04/2015 09:07,Leaffson,603,1,1,0,0,958,1
KTV 2,10/04/2015 09:07,Leaffson,603,1,1,0,0,1887,1
Rumia,10/04/2015 09:07,Leaffson,603,1,1,0,0,3468,1
Shaver,10/04/2015 09:07,Eastower,603,1,1,0,0,2132,1
Rexus,10/04/2015 09:07,Clown Castle,610,1,1,0,0,4123,1
Fallacy,10/04/2015 09:08,Leaffson,603,1,1,0,0,2713,1
KTV 2,10/04/2015 09:08,Reflector Pond,603,1,1,0,0,2501,1
KTV 2,10/04/2015 09:09,Reflector Pond,603,1,1,0,0,1429,1
Rumia,10/04/2015 09:09,Clown Castle,603,1,1,0,0,2027,1
Rexus,10/04/2015 09:10,Leaffson,603,1,1,0,0,3128,1
Rexus,10/04/2015 09:10,Eastower,603,1,1,0,0,2516,1
KTV 2,10/04/2015 09:10,Eastower,603,1,1,0,0,3506,1
KTV 2,10/04/2015 09:11,Eastower,603,1,1,0,0,1116,1
KTV 2,10/04/2015 09:11,Reflector Pond,603,1,1,0,0,1948,1
Shaver,10/04/2015 09:12,Leaffson,603,1,1,0,0,1809,1
Iclone,10/04/2015 09:13,Eastower,602,1,1,0,0,859,1
KTV 2,10/04/2015 09:13,Reflector Pond,602,1,1,0,0,62,1
Iclone,10/04/2015 09:13,Leaffson,603,1,1,0,0,2083,1
Rumia,10/04/2015 09:13,Leaffson,603,1,1,0,0,1541,1
Iclone,10/04/2015 09:14,GLU,603,1,1,0,0,3211,1
KTV 2,10/04/2015 09:14,Eastower,603,1,1,0,0,3039,1
KTV 2,10/04/2015 09:14,Leaffson,603,1,1,0,0,3712,1
Rumia,10/04/2015 09:14,Reflector Pond,603,1,1,0,0,3455,1
Fallacy,10/04/2015 09:15,Eastower,602,1,1,0,0,488,1
Rexus,10/04/2015 09:15,Clown Castle,603,1,1,0,0,2531,1
KTV 2,10/04/2015 09:15,Leaffson,603,1,1,0,0,2825,1
Rumia,10/04/2015 09:15,Reflector Pond,604,1,1,0,0,3839,1
Fallacy,10/04/2015 09:16,Leaffson,602,1,1,0,0,646,1
Shaver,10/04/2015 09:17,Eastower,603,1,1,0,0,2914,1
Shaver,10/04/2015 09:17,Reflector Pond,606,1,1,0,0,3876,1
Rumia,10/04/2015 09:18,Eastower,603,1,1,0,0,2741,1
KTV 2,10/04/2015 09:19,Clown Castle,602,1,1,0,0,189,1
KTV 2,10/04/2015 09:19,Reflector Pond,603,1,1,0,0,3035,1
Rexus,10/04/2015 09:20,Reflector Pond,606,1,1,0,0,3978,1
Rumia,10/04/2015 09:21,Reflector Pond,602,1,1,0,0,690,1
KTV 2,10/04/2015 09:21,Leaffson,603,1,1,0,0,3259,1
KTV 2,10/04/2015 09:21,Reflector Pond,603,1,1,0,0,3675,1
Rumia,10/04/2015 09:21,Leaffson,603,1,1,0,0,2849,1
Rexus,10/04/2015 09:22,Reflector Pond,603,1,1,0,0,3147,1
KTV 2,10/04/2015 09:22,Reflector Pond,603,1,1,0,0,2705,1
Fallacy,10/04/2015 09:23,Leaffson,602,1,1,0,0,632,1
Iclone,10/04/2015 09:23,Reflector Pond,603,1,1,0,0,3169,1
Fallacy,10/04/2015 09:23,Reflector Pond,603,1,1,0,0,1528,1
KTV 2,10/04/2015 09:23,Leaffson,603,1,1,0,0,2816,1
KTV 2,10/04/2015 09:24,Reflector Pond,602,1,1,0,0,611,1
Shaver,10/04/2015 09:24,Leaffson,602,1,1,0,0,663,1
KTV 2,10/04/2015 09:24,Eastower,603,1,1,0,0,2976,1
Shaver,10/04/2015 09:24,GLU,603,1,1,0,0,2565,1
Shaver,10/04/2015 09:24,Reflector Pond,603,1,1,0,0,3657,1
Rexus,10/04/2015 09:24,Leaffson,610,1,1,0,0,4255,1
Rexus,10/04/2015 09:25,Eastower,602,1,1,0,0,374,1
KTV 2,10/04/2015 09:25,Reflector Pond,602,1,1,0,0,193,1
Fallacy,10/04/2015 09:25,Leaffson,603,1,1,0,0,1835,1
Shaver,10/04/2015 09:25,Reflector Pond,610,1,1,0,0,4143,1
Iclone,10/04/2015 09:26,Eastower,603,1,1,0,0,3393,1
KTV 2,10/04/2015 09:26,Leaffson,603,1,1,0,0,2502,1
Rumia,10/04/2015 09:26,Eastower,603,1,1,0,0,3753,1
Fallacy,10/04/2015 09:26,Reflector Pond,606,1,1,0,0,3890,1
Rexus,10/04/2015 09:27,Clown Castle,603,1,0,1,1,3662,1
KTV 2,10/04/2015 09:27,Eastower,603,1,1,0,0,1705,1
Rumia,10/04/2015 09:27,Eastower,603,1,1,0,0,934,1
Rumia,10/04/2015 09:27,Reflector Pond,603,1,1,0,0,3162,1
Rexus,10/04/2015 09:29,GLU,602,1,1,0,0,158,1
Iclone,10/04/2015 09:29,Leaffson,603,1,1,0,0,1515,1
KTV 2,10/04/2015 09:29,Reflector Pond,603,1,1,0,0,3653,1
Rumia,10/04/2015 09:29,Leaffson,603,1,1,0,0,1237,1
Iclone,10/04/2015 09:30,Clown Castle,603,1,1,0,0,1562,1
Rumia,10/04/2015 09:30,Reflector Pond,603,1,1,0,0,2352,1
Fallacy,10/04/2015 09:31,Eastower,603,1,1,0,0,2455,1
KTV 2,10/04/2015 09:31,Leaffson,603,1,1,0,0,2223,1
Rexus,10/04/2015 09:32,Clown Castle,602,1,1,0,0,362,1
Rexus,10/04/2015 09:33,Reflector Pond,603,1,1,0,0,3258,1
Shaver,10/04/2015 09:33,Leaffson,603,1,1,0,0,1582,1
KTV 2,10/04/2015 09:34,Reflector Pond,602,1,1,0,0,489,1
Rexus,10/04/2015 09:34,Leaffson,603,1,0,1,1,3750,1
KTV 2,10/04/2015 09:34,Leaffson,603,1,1,0,0,3383,1
KTV 2,10/04/2015 09:34,Reflector Pond,603,1,1,0,0,1590,1
Iclone,10/04/2015 09:35,Eastower,603,1,1,0,0,2438,1
Rexus,10/04/2015 09:35,GLU,603,1,1,0,0,3703,1
Rexus,10/04/2015 09:35,Reflector Pond,603,1,1,0,0,1447,1
Fallacy,10/04/2015 09:35,Eastower,603,1,1,0,0,2339,1
Rumia,10/04/2015 09:35,GLU,603,1,1,0,0,1597,1
Rumia,10/04/2015 09:36,Leaffson,602,1,1,0,0,269,1
Fallacy,10/04/2015 09:36,Reflector Pond,603,1,1,0,0,1703,1
KTV 2,10/04/2015 09:36,Eastower,604,1,1,0,0,3821,1
Shaver,10/04/2015 09:37,Eastower,602,1,1,0,0,444,1
Shaver,10/04/2015 09:37,Reflector Pond,602,1,1,0,0,652,1
KTV 2,10/04/2015 09:37,GLU,603,1,1,0,0,2832,1
Fallacy,10/04/2015 09:38,Leaffson,602,1,1,0,0,87,1
Fallacy,10/04/2015 09:38,Eastower,603,1,1,0,0,2290,1
Fallacy,10/04/2015 09:38,Reflector Pond,603,1,1,0,0,2600,1
KTV 2,10/04/2015 09:38,Clown Castle,603,1,1,0,0,2365,1
Rexus,10/04/2015 09:38,Leaffson,610,1,1,0,0,3992,1
Fallacy,10/04/2015 09:39,Reflector Pond,603,1,1,0,0,2504,1
Fallacy,10/04/2015 09:39,Reflector Pond,603,1,1,0,0,1417,1
KTV 2,10/04/2015 09:39,Clown Castle,603,1,1,0,0,3644,1
Rexus,10/04/2015 09:40,Clown Castle,603,1,1,0,0,2456,1
Fallacy,10/04/2015 09:40,Eastower,603,1,1,0,0,1355,1
Iclone,10/04/2015 09:41,Reflector Pond,603,1,1,0,0,1157,1
KTV 2,10/04/2015 09:41,Eastower,603,1,1,0,0,3684,1
KTV 2,10/04/2015 09:42,GLU,603,1,1,0,0,1518,1
Rumia,10/04/2015 09:43,Clown Castle,602,1,1,0,0,490,1
KTV 2,10/04/2015 09:43,Leaffson,603,1,1,0,0,1240,1
Fallacy,10/04/2015 09:44,Eastower,603,1,1,0,0,2815,1
Rumia,10/04/2015 09:45,Leaffson,602,1,1,0,0,233,1
Rexus,10/04/2015 09:45,Clown Castle,603,1,1,0,0,3686,1
KTV 2,10/04/2015 09:45,Leaffson,603,1,1,0,0,1495,1
Rexus,10/04/2015 09:45,Clown Castle,604,1,1,0,0,3805,1
Rexus,10/04/2015 09:46,Eastower,602,1,1,0,0,282,1
Fallacy,10/04/2015 09:46,Clown Castle,603,1,1,0,0,3056,1
Fallacy,10/04/2015 09:46,Clown Castle,603,1,1,0,0,1024,1
Fallacy,10/04/2015 09:46,Reflector Pond,603,1,1,0,0,3672,1
Fallacy,10/04/2015 09:46,Reflector Pond,603,1,1,0,0,2647,1
KTV 2,10/04/2015 09:46,Reflector Pond,603,1,1,0,0,2880,1
Rexus,10/04/2015 09:47,Leaffson,602,1,1,0,0,125,1
KTV 2,10/04/2015 09:47,Eastower,602,1,1,0,0,518,1
KTV 2,10/04/2015 09:47,Leaffson,603,1,1,0,0,3607,1
Shaver,10/04/2015 09:47,Leaffson,603,1,1,0,0,2875,1
Fallacy,10/04/2015 09:48,Clown Castle,603,1,1,0,0,2280,1
Iclone,10/04/2015 09:49,Reflector Pond,602,1,0,1,1,497,1
Rumia,10/04/2015 09:49,Eastower,602,1,1,0,0,77,1
Fallacy,10/04/2015 09:49,GLU,603,1,1,0,0,2968,1
Rexus,10/04/2015 09:50,Leaffson,603,1,1,0,0,2400,1
Rexus,10/04/2015 09:50,Eastower,603,1,1,0,0,1537,1
KTV 2,10/04/2015 09:50,Clown Castle,603,1,1,0,0,3788,1
KTV 2,10/04/2015 09:50,Clown Castle,603,1,1,0,0,927,1
Rumia,10/04/2015 09:50,Reflector Pond,603,1,0,1,1,2606,1
Shaver,10/04/2015 09:50,Eastower,603,1,1,0,0,3294,1
Rexus,10/04/2015 09:51,Eastower,603,1,1,0,0,2920,1
Fallacy,10/04/2015 09:51,Leaffson,603,1,1,0,0,1847,1
Rumia,10/04/2015 09:52,Reflector Pond,602,1,1,0,0,247,1
Iclone,10/04/2015 09:52,Reflector Pond,603,1,1,0,0,3207,1
Rexus,10/04/2015 09:52,GLU,603,1,1,0,0,1406,1
Fallacy,10/04/2015 09:52,Eastower,603,1,1,0,0,1339,1
KTV 2,10/04/2015 09:52,Leaffson,603,1,1,0,0,2975,1
KTV 2,10/04/2015 09:52,Reflector Pond,603,1,1,0,0,1750,1
Rumia,10/04/2015 09:52,Leaffson,603,1,1,0,0,1859,1
Rumia,10/04/2015 09:52,Reflector Pond,603,1,1,0,0,2320,1
Fallacy,10/04/2015 09:53,Reflector Pond,603,1,1,0,0,1021,1
KTV 2,10/04/2015 09:53,Clown Castle,603,1,1,0,0,2990,1
Rumia,10/04/2015 09:53,Reflector Pond,603,1,1,0,0,1165,1
Fallacy,10/04/2015 09:54,Leaffson,603,1,1,0,0,1900,1
KTV 2,10/04/2015 09:54,Eastower,603,1,1,0,0,1297,1
KTV 2,10/04/2015 09:55,Reflector Pond,602,1,1,0,0,160,1
Rexus,10/04/2015 09:55,Reflector Pond,603,1,1,0,0,1428,1
Fallacy,10/04/2015 09:55,Reflector Pond,603,1,1,0,0,1799,1
Fallacy,10/04/2015 09:55,Reflector Pond,603,1,1,0,0,1881,1
Rumia,10/04/2015 09:55,Clown Castle,603,1,1,0,0,1514,1
Rexus,10/04/2015 09:56,Leaffson,603,1,1,0,0,912,1
Rexus,10/04/2015 09:57,Reflector Pond,602,1,1,0,0,359,1
KTV 2,10/04/2015 09:57,Leaffson,603,1,1,0,0,2150,1
Shaver,10/04/2015 09:57,Reflector Pond,603,1,1,0,0,2586,1
KTV 2,10/04/2015 09:57,Eastower,606,1,1,0,0,3897,1
Fallacy,10/04/2015 09:58,Reflector Pond,603,1,1,0,0,1862,1
Rumia,10/04/2015 09:59,Clown Castle,602,1,1,0,0,436,1
Rexus,10/04/2015 09:59,Leaffson,603,1,1,0,0,1317,1
KTV 2,10/04/2015 09:59,Eastower,603,1,1,0,0,1178,1
Fallacy,10/04/2015 09:59,Eastower,610,1,1,0,0,4231,1
Fallacy,10/04/2015 10:00,Eastower,603,1,1,0,0,1763,1
Fallacy,10/04/2015 10:00,Eastower,603,1,1,0,0,3015,1
Iclone,10/04/2015 10:01,Reflector Pond,602,1,1,0,0,739,1
Fallacy,10/04/2015 10:01,Eastower,603,1,1,0,0,2296,1
Rexus,10/04/2015 10:02,Leaffson,603,1,1,0,0,2553,1
Rexus,10/04/2015 10:02,Eastower,603,1,1,0,0,3778,1
Shaver,10/04/2015 10:02,Reflector Pond,603,1,1,0,0,1801,1
Iclone,10/04/2015 10:03,Clown Castle,603,1,1,0,0,2046,1
KTV 2,10/04/2015 10:04,Leaffson,603,1,1,0,0,3427,1
Rexus,10/04/2015 10:05,Clown Castle,603,1,1,0,0,1361,1
Rumia,10/04/2015 10:05,Leaffson,603,1,1,0,0,2684,1
Rumia,10/04/2015 10:05,Clown Castle,603,1,1,0,0,3033,1
Iclone,10/04/2015 10:05,GLU,610,1,1,0,0,4117,1
Rumia,10/04/2015 10:06,Clown Castle,603,1,1,0,0,2201,1
Shaver,10/04/2015 10:06,Eastower,603,1,1,0,0,1300,1
Shaver,10/04/2015 10:06,Leaffson,606,1,1,0,0,3983,1
Iclone,10/04/2015 10:06,Reflector Pond,610,1,1,0,0,4110,1
Fallacy,10/04/2015 10:07,Clown Castle,602,1,1,0,0,709,1
Rumia,10/04/2015 10:07,Leaffson,602,1,1,0,0,409,1
Rumia,10/04/2015 10:07,Leaffson,602,1,1,0,0,638,1
Fallacy,10/04/2015 10:07,Reflector Pond,603,1,1,0,0,1852,1
KTV 2,10/04/2015 10:07,Leaffson,603,1,1,0,0,2736,1
KTV 2,10/04/2015 10:07,Reflector Pond,606,1,1,0,0,3984,1
Iclone,10/04/2015 10:09,Reflector Pond,603,1,1,0,0,2694,1
Rexus,10/04/2015 10:09,Reflector Pond,603,1,1,0,0,2657,1
KTV 2,10/04/2015 10:09,Eastower,603,1,1,0,0,3194,1
Shaver,10/04/2015 10:09,Clown Castle,603,1,1,0,0,2013,1
KTV 2,10/04/2015 10:09,Leaffson,606,1,1,0,0,3932,1
Rumia,10/04/2015 10:09,Eastower,610,1,1,0,0,4252,1
Iclone,10/04/2015 10:10,Reflector Pond,603,1,1,0,0,2670,1
Rexus,10/04/2015 10:10,Reflector Pond,603,1,1,0,0,3276,1
Iclone,10/04/2015 10:11,Reflector Pond,602,1,1,0,0,326,1
Rexus,10/04/2015 10:11,Eastower,603,1,1,0,0,3555,1
Rexus,10/04/2015 10:11,Reflector Pond,603,1,1,0,0,1242,1
Rexus,10/04/2015 10:11,Reflector Pond,603,1,1,0,0,3410,1
Rumia,10/04/2015 10:11,Eastower,603,1,1,0,0,2440,1
Rexus,10/04/2015 10:12,Eastower,603,1,1,0,0,2591,1
Rexus,10/04/2015 10:12,Reflector Pond,603,1,1,0,0,3079,1
Rumia,10/04/2015 10:12,Reflector Pond,603,1,1,0,0,3587,1
Rumia,10/04/2015 10:13,Reflector Pond,603,1,1,0,0,2928,1
Rumia,10/04/2015 10:13,Reflector Pond,603,1,1,0,0,3743,1
Rumia,10/04/2015 10:14,Eastower,603,1,1,0,0,1906,1
KTV 2,10/04/2015 10:15,Clown Castle,602,1,1,0,0,65,1
Iclone,10/04/2015 10:15,Clown Castle,603,1,1,0,0,2470,1
KTV 2,10/04/2015 10:16,Clown Castle,603,1,1,0,0,2780,1
KTV 2,10/04/2015 10:16,Eastower,603,1,1,0,0,1403,1
KTV 2,10/04/2015 10:16,Reflector Pond,603,1,1,0,0,3597,1
Rumia,10/04/2015 10:16,Clown Castle,603,1,1,0,0,2286,1
KTV 2,10/04/2015 10:18,Reflector Pond,602,1,1,0,0,82,1
Iclone,10/04/2015 10:18,Reflector Pond,603,1,1,0,0,3095,1
Rexus,10/04/2015 10:18,Eastower,603,1,1,0,0,2491,1
Fallacy,10/04/2015 10:18,Leaffson,603,1,1,0,0,2761,1
KTV 2,10/04/2015 10:18,Reflector Pond,610,1,1,0,0,4058,1
Rexus,10/04/2015 10:19,Reflector Pond,602,1,1,0,0,114,1
Rexus,10/04/2015 10:19,Eastower,603,1,1,0,0,1078,1
Fallacy,10/04/2015 10:19,Reflector Pond,603,1,1,0,0,1195,1
Rumia,10/04/2015 10:19,Reflector Pond,610,1,1,0,0,4218,1
Iclone,10/04/2015 10:20,Clown Castle,603,1,1,0,0,1746,1
KTV 2,10/04/2015 10:20,Eastower,603,1,1,0,0,2576,1
KTV 2,10/04/2015 10:20,Clown Castle,603,1,1,0,0,3222,1
Rumia,10/04/2015 10:20,Eastower,603,1,1,0,0,3556,1
KTV 2,10/04/2015 10:21,Eastower,603,1,1,0,0,1118,1
Rumia,10/04/2015 10:21,Clown Castle,603,1,1,0,0,2497,1
Iclone,10/04/2015 10:21,Eastower,606,1,1,0,0,3931,1
Iclone,10/04/2015 10:21,Leaffson,610,1,1,0,0,4055,1
Rexus,10/04/2015 10:21,Reflector Pond,610,1,1,0,0,4158,1
Rumia,10/04/2015 10:23,Leaffson,602,1,1,0,0,78,1
Fallacy,10/04/2015 10:23,Clown Castle,603,1,1,0,0,1988,1
KTV 2,10/04/2015 10:23,Clown Castle,603,1,1,0,0,2302,1
KTV 2,10/04/2015 10:23,Reflector Pond,603,1,1,0,0,2145,1
Shaver,10/04/2015 10:23,Reflector Pond,603,1,1,0,0,2558,1
Rumia,10/04/2015 10:23,Eastower,610,1,1,0,0,4068,1
Fallacy,10/04/2015 10:24,Eastower,602,1,1,0,0,758,1
Rexus,10/04/2015 10:24,Clown Castle,603,1,1,0,0,3511,1
Iclone,10/04/2015 10:25,Reflector Pond,602,1,1,0,0,308,1
Fallacy,10/04/2015 10:25,Leaffson,603,1,1,0,0,2762,1
KTV 2,10/04/2015 10:25,Eastower,603,1,1,0,0,2136,1
KTV 2,10/04/2015 10:26,Leaffson,603,1,1,0,0,3003,1
KTV 2,10/04/2015 10:26,Reflector Pond,603,1,1,0,0,1965,1
Rexus,10/04/2015 10:27,Leaffson,603,1,1,0,0,2370,1
Rexus,10/04/2015 10:27,Clown Castle,603,1,1,0,0,3631,1
Rexus,10/04/2015 10:27,Reflector Pond,603,1,1,0,0,2181,1
Fallacy,10/04/2015 10:27,Eastower,603,1,1,0,0,1167,1
KTV 2,10/04/2015 10:27,Eastower,603,1,1,0,0,1578,1
KTV 2,10/04/2015 10:27,Reflector Pond,603,1,1,0,0,1109,1
Rumia,10/04/2015 10:27,Leaffson,603,1,1,0,0,2347,1
Fallacy,10/04/2015 10:28,Leaffson,603,1,1,0,0,3185,1
Fallacy,10/04/2015 10:28,Reflector Pond,603,1,1,0,0,2955,1
KTV 2,10/04/2015 10:29,Leaffson,602,1,1,0,0,744,1
Rexus,10/04/2015 10:29,Eastower,603,1,1,0,0,3406,1
Fallacy,10/04/2015 10:29,GLU,603,1,1,0,0,3740,1
